election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,cand_party_cleaned,party_type,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_hidegrecode,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
Pyithu Hluttaw,Ayeyarwady,,,,,,,313,MMR017017,Wakema,210347,137653,6886,144539,68.71,150,2,152,U Kyaw Than Naing,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,5598,173,5771,0.04, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,313,MMR017017,Wakema,210347,137653,6886,144539,68.71,150,2,152,U Zaw Thein,National League for Democracy (NLD),National League for Democracy,Major national,64401,2619,67020,0.4642,U Zaw Thein,Ayeyarwaddy Region,Wakema,National League for Democracy (NLD),M,1950,65,Trader,Business Owner,M.A,,M.A,Master,Master,Bamar,Buddhist,"Than Kyoe Tine Ward, Wakema Town",Urban,0,U Thein Maung,Bamar,Buddhist,Daw Aye Myint,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,313,MMR017017,Wakema,210347,137653,6886,144539,68.71,150,2,152,U Mann Nay Lin,Kayin People Party,Kayin People's Party,Kayin State,7208,302,7510,0.052, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,313,MMR017017,Wakema,210347,137653,6886,144539,68.71,150,2,152,Daw Than Than Nyunt,Modern People Party,Modern People Party,Farming/agriculture/land rights issues,1771,32,1803,0.0125, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,313,MMR017017,Wakema,210347,137653,6886,144539,68.71,150,2,152,U Than Aung,National Unity Party (NUP),National Unity Party,Major national,7884,381,8265,0.0572, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,314,MMR017016,Labutta,212052,139422,7878,147300,69.46,13243,209,13452,U Tun Thein,National Unity Party (NUP),National Unity Party,Major national,4688,204,4892,0.0365, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,314,MMR017016,Labutta,212052,139422,7878,147300,69.46,13243,209,13452,U Myint Swe,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,3526,171,3697,0.0276, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,314,MMR017016,Labutta,212052,139422,7878,147300,69.46,13243,209,13452,U Law Yint Thein Aung,Kayin People Party,Kayin People's Party,Kayin State,2380,152,2532,0.0189, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,314,MMR017016,Labutta,212052,139422,7878,147300,69.46,13243,209,13452,U Thaung Htike,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,42188,3374,45562,0.3404, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,314,MMR017016,Labutta,212052,139422,7878,147300,69.46,13243,209,13452,Dr. Aye Kyu,National League for Democracy (NLD),National League for Democracy,Major national,73397,3768,77165,0.5765,Dr. Aye Kyu,Ayeyarwaddy Region,Labutta,National League for Democracy (NLD),M,1949,67,Private Clinic,Business Owner,M.B.B.S (Ygn),,M.B.B.S,M.B.B.S,Bachelor,Bamar,Buddhist,No. (5) Ward,Urban,1566,U Shwe Phone,Bamar,Buddhist,Daw Hnin Yi,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Ko Ko Lwin,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,58381,4723,63104,0.4391, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Saw Elsay,Kayin People Party,Kayin People's Party,Kayin State,2661,175,2836,0.0197, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Tin Mya,National Unity Party (NUP),National Unity Party,Major national,3999,235,4234,0.0295, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Maung Maung Aye,National Development Party,National Development Party,Major national,4400,182,4582,0.0319, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Win Swe,National League for Democracy (NLD),National League for Democracy,Major national,63376,3690,67066,0.4667,U Win Swe,Ayeyarwaddy Region,Mawlamyinegyun,National League for Democracy (NLD),M,1946,70,Teacher,Business Owner,B.SC?B.Ed,,BSC,Bachelor,Bachelor,Bamar,Buddhist,"No. (6) Ward, Mawlamyinegyun Town",Urban,0,U Aye Maung,Bamar,Buddhist,Daw Nyunt Sein,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Thant Zin,Modern People Party,Modern People Party,Farming/agriculture/land rights issues,1058,46,1104,0.0077, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,315,MMR017018,Mawlamyinegyun,214747,146699,9360,156059,72.67,12225,130,12355,U Thant Zin Oo,Federal Union Party (FUP),Federal Union Party,0,731,47,778,0.0054, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,316,MMR017019,Maubin,222759,166103,8231,174334,78.26,9988,163,10151,Daw Khin Tint,Modern People Party,Modern People Party,Farming/agriculture/land rights issues,1458,37,1495,0.0091, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,316,MMR017019,Maubin,222759,166103,8231,174334,78.26,9988,163,10151,U Sein Win,National League for Democracy (NLD),National League for Democracy,Major national,78911,3207,82118,0.5002,U Sein Win,Ayeyarwaddy Region,Maubin,National League for Democracy (NLD),M,1957,59,Farming,Business Owner,B.Ag,,B.Ag,Bachelor,Bachelor,Bamar,Buddhist,"Maubin Township, 6 Ward",Urban,3337,U Kyi Saung,Bamar,Buddhist,Daw Thein Nu,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,316,MMR017019,Maubin,222759,166103,8231,174334,78.26,9988,163,10151,U Ni Aung Ko,National Development Party,National Development Party,Major national,2876,90,2966,0.0181, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,316,MMR017019,Maubin,222759,166103,8231,174334,78.26,9988,163,10151,U Thein Nyunt,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,71072,4820,75892,0.4622, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,316,MMR017019,Maubin,222759,166103,8231,174334,78.26,9988,163,10151,Daw Aye Thidar Kyaw,National Unity Party (NUP),National Unity Party,Major national,1635,77,1712,0.0104, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Kyi Lwin (a) U Kyi Tun,United Democratic Party (UDP),United Democratic Party,0,1129,29,1158,0.0087, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Sa Aung Moe,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,2961,135,3096,0.0232, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Mann Kyi Shwe,Karen National Party,Karen National Party,Kayin State,3201,187,3388,0.0254, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Mann Nyunt Thein,National League for Democracy (NLD),National League for Democracy,Major national,59656,3124,62780,0.4706,U Mann Nyunt Thein,Ayeyarwaddy Region,Pantanaw,National League for Democracy (NLD),M,1948,67,Gardening,Business Owner,B.Sc (Math),,B.Sc,Bachelor,Bachelor,Kayin,Buddhist,Myoma Ahle Pine Ward,Urban,83,U Aung Chit Pe,Kayin,Buddhist,Daw Thaung Kyi,Kayin,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Mann Phoe Lat Win,Kayin People Party,Kayin People's Party,Kayin State,3033,230,3263,0.0245, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Mann Thein Hla,National Unity Party (NUP),National Unity Party,Major national,4274,256,4530,0.034, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,U Win ko Ko Latt,Individual,(Independent),0,1622,55,1677,0.0126, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,317,MMR017020,Pantanaw,179808,133482,8665,142147,79.05,8300,454,8754,Dr. Aung Zaw Myint,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,48852,4649,53501,0.4011, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,318,MMR017021,Nyaungdon,151805,122815,5451,128266,84.49,8226,228,8454,U Chit Soe,National Development Party,National Development Party,Major national,3239,111,3350,0.028, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,318,MMR017021,Nyaungdon,151805,122815,5451,128266,84.49,8226,228,8454,U Maung Maung Thin,National Unity Party (NUP),National Unity Party,Major national,2370,124,2494,0.0208, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,318,MMR017021,Nyaungdon,151805,122815,5451,128266,84.49,8226,228,8454,U Mann Maung Pote,Kayin People Party,Kayin People's Party,Kayin State,1303,99,1402,0.0117, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,318,MMR017021,Nyaungdon,151805,122815,5451,128266,84.49,8226,228,8454,U Aung Mya Than,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,36086,2703,38789,0.3237, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,318,MMR017021,Nyaungdon,151805,122815,5451,128266,84.49,8226,228,8454,U Ohne Lwin,National League for Democracy (NLD),National League for Democracy,Major national,71363,2414,73777,0.6158, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,319,MMR017022,Danubyu,139973,100527,8965,109492,78.22,6946,157,7103,U Kyi Tint,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,29157,3831,32988,0.3222, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,319,MMR017022,Danubyu,139973,100527,8965,109492,78.22,6946,157,7103,U Tin Hla,National League for Democracy (NLD),National League for Democracy,Major national,58547,4303,62850,0.6138,U Tin Hla,Ayeyarwaddy Region,Danubyu,National League for Democracy (NLD),M,1946,69,Township Education Officer,Retired (Gov),B.A ? B.Ed,,B.E,Bachelor,Bachelor,Bamar,Buddhist,"(2) Ward, Danubyu",Urban,0,U Shwe,Bamar,Buddhist,Daw Sein,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,319,MMR017022,Danubyu,139973,100527,8965,109492,78.22,6946,157,7103,U Win Myint,National Unity Party (NUP),National Unity Party,Major national,3523,488,4011,0.0392, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,319,MMR017022,Danubyu,139973,100527,8965,109492,78.22,6946,157,7103,U Aye Hlaing,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,2208,332,2540,0.0248, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,U Soe Naing,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,44058,3512,47570,0.3725, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,U Zaw Myint,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,2143,71,2214,0.0173, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,Daw Yin Yin Than,National Unity Party (NUP),National Unity Party,Major national,2516,123,2639,0.0207, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,U Win Htut,National League for Democracy (NLD),National League for Democracy,Major national,69235,3134,72369,0.5666,U Win Htut,Ayeyarwaddy Region,Pyapon,National League for Democracy (NLD),M,1962,54,Trader,Business Owner,B.E (Mechanical),,B.E,Bachelor,Bachelor,Bamar,Buddhist,Pyapon Township,Urban,0,U Bo Gwan,Bamar,Buddhist,Daw Kyin Yi,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,U Aye Sat,Individual,(Independent),0,1239,23,1262,0.0099, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,320,MMR017023,Pyapon,203976,128341,7100,135441,66.4,7246,474,7720,U Aung Htay Kyaw,National Development Party,National Development Party,Major national,1580,87,1667,0.0131, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Khin Maung Win,National Democratic Force (NDF),National Democratic Force,Major national,3902,113,4015,0.0297, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Zaw Win Oo,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,3252,151,3403,0.0252, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Min Thine,National League for Democracy (NLD),National League for Democracy,Major national,59173,2590,61763,0.4573,U Min Thine,Ayeyarwaddy Region,Bogale,National League for Democracy (NLD),M,1949,66,Teacher,Business Owner,B.Ed,,B.Ed,Bachelor,Bachelor,Bamar,Buddhist,"(4) Ward, Bogale Town",Urban,0,U Nyunt Maung,Bamar,Buddhist,Daw Mya Si,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Maung Maung Aye,National Unity Party (NUP),National Unity Party,Major national,5362,250,5612,0.0416, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Mya Thein,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,52387,3833,56220,0.4163, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Aung Myo,Modern People Party,Modern People Party,Farming/agriculture/land rights issues,1618,37,1655,0.0123, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,321,MMR017024,Bogale,216113,139873,7037,146910,67.98,11754,95,11849,U Ohne Kyaing,National Development Party,National Development Party,Major national,2330,63,2393,0.0177, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Kyaw San,Democratic Party (Myanmar),Democratic Party (Myanmar),Major national,3378,76,3454,0.036, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Kyee Myint,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,1693,65,1758,0.0183, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Kyi Win,National Unity Party (NUP),National Unity Party,Major national,1786,84,1870,0.0195, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Saw Maung Maung,Kayin People Party,Kayin People's Party,Kayin State,2493,155,2648,0.0276, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Tin Win,National Democratic Force (NDF),National Democratic Force,Major national,850,37,887,0.0093, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Tin Aung,National Development Party,National Development Party,Major national,1639,80,1719,0.0179, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Yan Lin,National League for Democracy (NLD),National League for Democracy,Major national,46919,2065,48984,0.511,U Yan Lin,Ayeyarwaddy Region,Kyaiklat,National League for Democracy (NLD),M,1952,63,Consultant (Agriculture and  Village Development ),Business Owner,M.Agr,,M.Agr,Master,Master,Bamar,Buddhist,"Ah Hmu Htan Ward, Thanlyin",Urban,0,U Khin Myint,Bamar,Buddhist,Daw Yi,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,322,MMR017025,Kyaiklat,147060,99412,4743,104155,70.82,7959,342,8301,U Aung Myin,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,32418,2116,34534,0.3603, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,Dr. Daw Khin Nyo,National League for Democracy (NLD),National League for Democracy,Major national,58492,2739,61231,0.6035,Dr. Daw Khin Nyo,Ayeyarwaddy Region,Dedaye,National League for Democracy (NLD),F,1951,64,Retire (ENT Sergent),Retired (Gov),M.B.B.S? M.Med.Sc(ENT),,M.B.B.S,M.B.B.S,Bachelor,Bamar,Buddhist,(1) Ward,Urban,0,U Mu Sar,Bamar,Buddhist,Daw Tin Mu,Bamar,Buddhist
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,Daw San San Aung,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,2540,85,2625,0.0259, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,U Tin Win,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,29083,2432,31515,0.3106, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,U Tun Kyi,National Unity Party (NUP),National Unity Party,Major national,1698,112,1810,0.0178, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,U Myin Maung Tun,Individual,(Independent),0,3041,264,3305,0.0326, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,U Yin Kyay Ko,Kayin People Party,Kayin People's Party,Kayin State,488,20,508,0.005, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Ayeyarwady,,,,,,,323,MMR017026,Dedaye,164792,103067,5855,108922,66.1,7309,155,7464,U Hla Ngwe,Modern People Party,Modern People Party,Farming/agriculture/land rights issues,443,21,464,0.0046, , , , , , , ,,, ,, , , , , , , , , , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Kaman Du Naw,National Unity Party (NUP),National Unity Party,Major national,1876,298,2174,0.0411, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,Dr. Khet Aung,National League for Democracy (NLD),National League for Democracy,Major national,23803,1660,25463,0.4809,Dr. Khet Aung,Kachin State,Myitkyina,National League for Democracy (NLD),M,1946,69,Dentist,Business Owner,B.D.S,B.D.S,,Bachelor,Bachelor,Kachin,Christian,"Ayar Ward, Myintkyinar Township.",Urban,,U Khat La,Kachin,Christian,Daw In Lan Pan,Kachin,Christian
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Saung Yein,Lhaovo National Unity and Development Party (LNUDP),Lhaovo National Unity and Development Party,Kachin State,644,46,690,0.013, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Bayan Shaung,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,6629,1725,8354,0.1578, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Manam Tu Jar,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,5260,291,5551,0.1048, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Mar Khar (a) U G Mar Khar,Kachin Democratic Party,Kachin Democratic Party,Kachin State,4203,301,4504,0.0851, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Yawbin (a) Mayit Naw,National Democratic Force (NDF),National Democratic Force,Major national,797,39,836,0.0158, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U La Khayi Zaw Bauk,Individual,(Independent),0,500,64,564,0.0107, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Lar May Tar,Lisu National Development Party (L.N.D.P),Lisu National Development Party,Kachin State,2459,104,2563,0.0484, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Wa Dam Dee,The Union of Myanmar Federation of National Politic,The Union of Myanmar Federation of National Politic,0,315,18,333,0.0063, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U Aung Khaing Zaw,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,542,67,609,0.0115, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,1,MMR001001,Myitkyina (1),88757,54327,5530,59857,67.44,4085,2824,6909,U L Zaw June,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,1220,87,1307,0.0247, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,2,MMR001001,Myitkyina (2),89822,55893,6149,62042,69.07,3526,3819,7345,Dr. Khin Maung Tun,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,15953,2926,18879,0.3452, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
State and Region,Kachin,MMR001,Kachin,MMR001D001,Myitkyina,MMR001001,Myitkyina,2,MMR001001,Myitkyina (2),89822,55893,6149,62042,69.07,3526,3819,7345,U Khan Dar Naw Lar,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,1032,2,1034,0.0189, , , , , , , ,,, , ,, , , , , , ,, , , , , , 
